amount,failed_attempts,new_device,account_age_days,international,is_fraud
9300,1,0,33,0,0
64278,5,0,361,1,1
34097,7,1,753,0,1
25711,2,0,330,1,0
41335,8,1,512,1,0
35157,8,0,850,1,1
1339,1,0,787,0,0
65761,7,1,71,1,1
45372,9,0,313,0,0
89493,4,1,915,1,1
61312,3,1,728,1,0
15498,9,1,79,1,0
56603,4,1,169,0,0
6738,3,0,810,0,0
6670,7,0,983,0,0
68885,3,1,180,1,1
9210,9,0,628,0,0
79241,5,0,260,0,1
12215,1,1,486,1,0
39162,4,0,772,1,0
23011,5,1,5,0,0
32656,4,0,297,0,0
78231,1,0,620,0,0
2069,6,1,855,1,0
43853,3,0,360,1,0
82911,7,0,117,1,1
4570,6,1,357,1,1
10325,6,0,957,1,0
23296,8,1,843,0,1
13769,0,0,439,0,0
37480,9,1,331,0,0
48420,5,1,525,1,0
47514,5,1,654,1,1
15677,5,1,188,0,0
88109,5,1,968,0,1
55509,9,0,281,0,1
28725,6,0,511,1,0
81140,9,1,466,1,1
24189,5,0,115,1,1
36587,0,1,940,1,0
65938,2,0,236,1,1
97099,1,0,338,0,0
94895,5,1,522,0,1
50238,7,1,199,1,1
42923,2,0,764,1,0
37308,9,0,50,0,0
54161,7,1,940,1,1
30759,7,0,142,1,1
31990,4,0,783,0,0
79234,7,1,528,1,1
47155,5,0,514,1,0
19608,4,1,670,0,0
42387,8,1,30,1,0
79016,6,1,82,1,1
27084,7,0,31,0,0
8225,0,0,748,0,0
36159,1,1,333,1,0
69669,7,1,660,0,1
17187,8,0,177,0,0
5804,3,0,370,1,0
60676,9,0,547,0,0
73484,9,1,535,1,1
87228,8,1,106,0,1
72560,3,0,97,0,0
27308,9,0,230,1,0
85250,9,0,227,1,1
66124,9,1,371,1,1
39982,8,1,100,0,0
26023,6,0,445,1,0
29265,1,0,468,1,0
67303,8,1,55,0,1
91849,3,1,195,0,1
4214,7,0,520,0,0
65065,6,0,424,1,1
36421,6,0,315,0,0
73397,7,1,128,0,1
96752,0,0,32,1,0
99404,4,1,93,0,0
25526,1,1,519,0,0
17872,1,0,258,1,0
3812,0,0,853,0,0
1467,4,1,902,1,0
91836,1,0,220,1,0
52024,3,1,752,1,0
3826,2,0,106,1,0
89252,2,0,548,1,0
27823,1,0,416,0,0
9208,5,0,557,1,0
77814,1,1,810,1,0
35743,7,1,309,1,1
31424,7,1,366,1,0
83460,4,0,521,0,0
9027,9,1,459,0,0
93780,6,1,599,0,1
96646,3,1,370,1,0
22543,0,0,331,0,0
80073,1,1,689,0,0
63549,9,0,642,1,1
76843,9,0,707,1,1
60333,3,1,11,0,1
25637,0,0,818,0,0
77676,7,1,507,0,1
22712,8,1,419,0,0
94077,3,1,122,1,0
6571,9,1,911,1,0
35731,2,1,235,1,0
92159,1,0,331,1,0
31448,4,1,543,1,0
64832,2,0,348,0,0
1277,9,1,958,1,1
4860,6,1,412,1,0
32879,5,1,224,0,0
21736,0,0,153,1,0
81989,7,0,212,0,0
53651,1,0,92,1,0
11656,4,0,921,1,0
27698,8,1,331,1,0
11663,7,1,467,0,0
46919,1,0,860,1,0
73870,8,0,641,0,1
91155,4,0,955,1,0
27066,9,1,709,1,0
81809,5,0,970,0,0
59989,2,0,554,0,1
27087,2,1,878,1,0
78814,9,0,930,0,1
58448,7,1,228,1,1
24696,9,1,194,1,0
33274,9,1,530,0,1
64206,1,1,845,0,0
70067,1,1,243,0,0
59282,4,0,389,1,0
93400,5,0,276,0,0
87263,1,1,450,1,0
39410,4,1,639,0,0
56188,6,0,587,0,1
9006,9,0,574,0,0
37014,9,1,478,0,0
45479,7,0,480,0,1
78712,6,0,288,1,0
37750,7,1,698,0,0
46981,8,0,690,0,0
46513,4,0,678,1,0
6112,4,0,695,1,0
50215,9,0,540,1,1
7251,3,1,330,1,0
57816,8,0,470,0,0
93847,4,1,759,0,0
92753,1,0,849,1,0
36478,9,1,534,0,0
42752,7,1,939,1,0
72530,6,0,467,1,1
13567,7,1,977,0,0
31110,2,1,984,0,0
54791,3,1,420,1,0
64257,4,1,608,0,1
12389,5,1,122,1,1
45076,0,0,762,1,0
43696,3,1,891,1,0
23271,9,1,308,1,1
86465,4,0,932,0,0
99690,6,0,924,1,1
44239,4,1,334,1,0
48813,0,0,954,1,0
29834,6,0,420,0,0
72688,7,0,326,1,1
63746,6,0,649,1,1
3754,3,0,789,0,0
89122,7,0,832,1,0
18843,4,1,844,1,0
48468,9,1,573,1,1
90125,8,0,250,1,1
74272,9,0,990,0,0
6541,4,1,95,0,0
24711,0,0,296,0,0
12249,8,1,184,1,1
59289,4,0,260,0,0
21775,5,1,799,0,0
71131,3,1,667,1,0
42768,5,0,186,0,0
13773,7,0,409,0,0
76766,2,0,69,0,0
88304,4,0,838,1,0
80858,1,1,773,1,1
65529,1,0,627,0,0
23769,6,1,859,0,0
34168,9,0,8,1,1
88889,9,1,265,1,0
9535,9,0,783,1,0
94188,5,0,484,1,0
52349,3,1,761,0,0
37484,4,0,617,1,0
82029,0,0,775,0,0
76253,6,0,736,1,1
75488,7,0,840,1,1
31501,8,0,371,1,0
71931,7,1,783,1,1
34184,4,0,677,0,0
55926,2,1,83,0,0
36551,9,0,807,0,0
7327,8,0,646,1,0
32010,5,1,211,0,0
36141,4,1,313,1,0
89020,2,1,604,1,1
65781,5,1,337,0,0
81671,2,1,490,1,0
65581,9,0,403,1,1
68676,5,1,639,0,1
64274,3,1,191,1,1
26260,1,0,671,1,0
17733,7,0,843,0,0
94980,3,1,335,0,0
17114,8,1,522,1,0
80632,6,1,619,0,0
49204,1,0,87,1,0
41721,3,1,579,0,0
77331,4,0,62,1,0
68488,2,0,387,0,0
16114,8,0,146,0,0
92678,4,0,153,1,0
33855,1,1,619,0,0
40490,2,0,660,0,0
23811,8,0,698,1,1
91758,6,1,349,0,1
58093,1,0,854,0,0
74796,8,1,178,0,0
27313,3,0,889,1,0
57884,8,1,847,0,1
7521,1,0,487,1,0
87036,9,0,778,1,0
99173,3,1,661,0,0
17827,4,0,247,1,0
4458,1,0,254,1,0
65208,9,1,500,1,1
94118,0,0,541,1,0
32217,6,0,352,0,0
88800,9,1,512,0,1
32010,0,1,778,0,0
98132,7,1,13,1,1
55854,2,1,559,1,0
62538,9,1,151,0,1
29471,5,0,50,1,1
51601,6,1,215,0,0
61046,9,0,991,1,1
38567,0,1,644,0,0
17725,5,0,372,0,0
33993,6,0,113,0,1
76429,5,1,252,1,1
31107,3,0,963,0,0
91402,0,0,341,1,0
39632,8,1,53,1,1
54353,3,1,130,0,0
12423,6,1,836,0,0
73479,6,1,193,1,1
14310,1,0,591,1,0
16556,0,0,57,0,0
31467,7,0,97,0,0
54724,7,0,198,1,1
10206,6,0,647,0,0
68108,7,0,147,0,0
72340,2,1,684,0,0
64415,1,0,575,0,0
69349,6,0,577,1,1
70687,7,0,295,1,1
10856,0,1,723,0,0
68111,9,1,621,0,1
36478,8,1,794,1,1
4355,3,1,684,1,0
14584,3,0,12,1,0
56649,2,0,918,1,0
34603,5,0,333,1,0
73894,0,1,220,0,0
45213,5,0,398,0,0
74169,1,0,342,1,0
98217,8,0,798,1,1
5349,1,1,512,0,0
19301,6,1,172,1,1
58676,0,1,468,1,1
9786,6,0,748,0,0
53463,4,0,987,0,0
97643,7,0,166,0,0
761,3,0,699,0,0
44943,9,1,170,1,0
95773,6,0,564,0,0
61063,5,1,512,1,1
42928,4,0,831,1,0
48704,3,1,189,1,1
10626,6,0,120,1,0
69010,4,0,105,0,0
25692,4,1,674,1,0
29082,0,1,807,1,0
307,1,0,41,1,0
88833,4,0,889,0,0
99036,2,0,876,0,0
68719,1,1,677,0,1
29428,3,0,321,0,0
46579,3,1,886,0,0
20203,3,0,335,1,0
39991,3,0,160,0,0
10854,2,0,264,1,0
81537,6,0,865,0,0
98640,8,1,530,1,1
73082,4,1,685,0,0
56022,3,0,477,1,0
48331,1,0,352,0,0
29401,1,0,545,1,0
91752,4,1,773,1,1
62811,6,0,210,1,1
41423,9,1,496,1,0
18852,9,1,895,1,1
98012,8,1,842,1,1
82305,6,1,382,0,1
98552,4,0,676,0,0
13495,9,0,481,1,0
86057,9,1,919,1,1
56373,9,0,936,1,1
91978,5,0,5,1,1
4995,2,0,34,1,0
76659,4,1,792,1,0
10799,7,0,145,1,0
65161,0,0,351,0,0
9815,0,0,583,1,0
19269,6,0,465,1,0
16263,4,0,348,0,0
5882,4,0,742,0,0
88277,0,0,125,1,0
84428,8,0,790,0,0
35685,0,0,271,0,0
30782,4,0,357,0,0
47964,9,1,527,1,0
84516,8,0,754,1,1
55214,3,1,498,0,0
38167,7,0,153,1,0
42785,5,1,53,1,0
18173,2,1,149,1,0
36135,3,0,503,0,0
65077,1,1,870,0,1
90473,0,1,450,0,0
83462,7,1,219,0,1
90617,0,0,625,1,0
65550,0,1,800,1,1
10482,3,1,277,1,0
4537,9,0,452,0,0
71071,9,1,428,0,1
64712,5,1,83,1,1
90455,8,1,962,0,0
62029,0,0,218,0,0
97618,6,1,738,1,1
98964,9,0,782,0,0
12429,4,1,527,0,0
25269,7,1,404,1,1
87568,6,1,290,0,1
34694,3,1,420,1,0
77057,3,0,339,1,0
60731,5,1,777,0,0
45133,5,0,711,1,1
63233,8,1,670,0,1
73265,4,0,845,0,0
73961,7,1,987,0,1
52390,4,1,959,0,0
94131,1,0,419,0,0
31850,5,0,909,0,0
95255,8,0,207,0,1
40561,2,0,686,0,0
73900,0,1,696,0,0
78322,0,0,265,1,0
24326,2,0,983,1,0
6821,9,0,758,0,0
56254,4,1,36,0,0
20709,2,1,373,0,0
52230,8,1,488,1,1
73009,7,1,259,1,1
55349,2,0,994,0,0
48995,8,1,531,0,1
94573,5,0,924,0,1
5756,6,1,23,1,1
74620,3,0,104,0,0
63840,3,0,241,1,0
64409,1,0,903,1,0
30084,4,0,873,0,0
73922,7,0,716,1,1
6001,6,1,253,0,1
31652,6,0,142,1,0
91345,5,0,814,1,1
31155,2,0,655,0,0
37785,4,0,451,0,0
74065,0,1,783,1,0
14816,6,1,307,1,1
11238,8,0,984,1,0
35398,0,0,500,0,0
51212,1,0,622,0,0
23529,2,0,8,0,0
50300,2,1,69,0,0
71408,7,1,702,1,0
48344,6,0,691,1,0
17447,5,0,575,1,0
17020,9,0,68,1,0
31922,9,0,718,1,0
46759,3,0,912,0,0
40208,8,1,980,0,1
89199,0,1,408,1,0
8067,1,0,518,1,0
11971,3,1,119,1,0
94399,2,1,825,1,0
77552,0,1,31,1,0
74370,4,0,518,1,0
33713,6,1,483,1,1
28279,1,1,207,1,0
52288,4,0,669,0,0
55199,5,1,579,1,1
35362,6,0,971,1,0
78313,0,1,387,0,0
18368,6,0,412,0,0
77966,3,0,842,1,0
86369,7,1,370,0,1
60645,3,1,353,0,0
92922,5,0,944,1,1
72246,8,0,336,0,1
72066,4,1,891,1,0
40022,3,1,906,1,0
79464,7,1,289,1,1
43013,8,1,996,0,0
97133,3,0,963,0,0
55777,2,0,965,1,0
49941,7,0,140,1,0
46432,4,1,953,0,0
92162,1,1,300,1,0
95794,9,0,13,0,1
25132,8,0,664,0,0
37946,2,0,428,0,0
59574,1,0,825,0,0
45036,0,0,864,0,0
29894,7,0,400,0,0
61688,2,1,992,1,0
71084,6,0,109,1,1
50431,0,0,485,0,0
94497,0,0,888,0,0
28241,8,0,356,1,1
9174,7,0,149,1,0
6506,2,0,879,1,0
97459,5,0,716,1,1
23391,2,1,307,1,0
41668,3,0,533,1,0
97639,0,1,60,1,1
46951,4,1,435,1,0
54923,0,1,21,0,0
23412,0,0,875,1,0
43208,9,0,382,0,0
67018,6,0,245,1,1
34271,5,0,902,1,0
41879,1,0,73,1,0
68928,1,0,449,1,0
98823,6,0,76,1,1
12511,0,0,698,0,0
57109,1,0,590,1,0
15522,7,0,390,0,0
42568,5,1,577,0,0
32471,1,0,342,1,0
57122,6,0,290,0,1
71329,3,0,568,1,0
99171,1,1,331,1,1
51296,5,0,259,1,0
80454,8,0,426,0,1
96874,8,1,702,1,1
96510,7,0,6,0,1
26815,2,1,6,1,1
27705,2,1,191,1,0
99953,1,1,148,0,0
31274,4,1,405,0,0
10056,3,0,258,0,0
76473,6,1,730,0,1
69352,3,1,479,0,0
62049,8,0,90,0,1
62746,1,0,824,1,0
70117,5,0,864,0,1
63137,6,1,10,1,1
89918,3,0,87,1,0
6648,5,1,762,1,0
73394,6,1,838,1,0
23277,3,0,151,1,0
24122,7,0,988,0,0
5642,8,0,625,1,0
91112,0,0,30,1,0
96420,6,0,128,1,1
60528,8,0,78,0,1
22840,9,1,421,0,0
59453,4,1,55,0,0
90453,1,0,480,0,0
56632,9,1,305,1,1
16152,5,1,546,0,0
47176,6,1,105,1,0
53520,1,1,172,0,0
771,1,1,499,0,0
263,9,1,22,0,1
41524,9,0,287,0,0
53844,0,0,391,1,0
70431,3,0,617,0,0
10734,6,1,149,1,0
4898,8,0,272,1,1
22520,2,0,788,1,0
29400,6,0,299,1,1
89981,6,1,172,1,1
10849,6,0,47,1,1
25221,1,1,626,1,0
37587,5,0,787,0,0
94047,1,0,816,1,0
33461,5,0,992,0,0
21323,9,1,207,0,1
73030,2,1,453,1,0
14156,1,1,395,1,0
28480,5,1,975,0,1
26135,1,1,925,0,0
30720,4,0,754,1,0
19977,1,0,301,1,0
55416,2,1,708,0,0
64141,2,1,676,0,1
53452,5,0,176,1,1
31011,5,1,855,0,0
32884,9,0,783,0,0
3291,2,1,110,1,0
33260,2,0,684,0,0
90636,0,1,963,1,0
64741,6,1,864,1,1
49823,7,0,202,1,1
3731,1,0,168,0,0
6272,3,1,614,1,0
42180,9,1,86,0,1
89197,6,0,654,1,1
90453,7,1,959,1,1
20381,0,0,849,0,0
28771,3,0,725,0,0
51531,5,1,51,0,1
91000,2,0,112,1,0
93061,4,0,463,0,0
28702,9,1,442,1,1
88889,8,0,271,0,0
51499,2,0,577,1,0
23572,4,0,344,1,0
49330,7,0,183,1,0
73716,5,1,503,1,1
7199,3,0,844,0,0
25531,7,1,10,0,1
56592,2,0,494,1,0
96822,2,1,234,1,0
47784,3,0,298,0,0
30211,8,1,244,0,0
64036,4,0,509,0,0
22714,7,0,351,0,0
92360,5,0,267,0,1
42091,2,0,630,0,0
70576,7,1,656,1,1
61020,8,1,893,0,0
94394,7,0,201,0,0
63630,3,1,239,1,0
36324,5,0,334,0,0
7888,0,0,915,0,0
28182,3,1,415,0,0
89670,7,1,969,1,1
76916,0,1,484,0,0
83688,2,0,437,1,0
16631,0,0,999,0,0
88440,8,1,246,1,1
94539,1,0,858,0,0
44957,8,1,8,0,1
10242,3,1,152,0,0
48455,1,1,392,1,0
9966,3,1,211,0,0
70167,9,1,367,0,1
64127,5,1,944,1,1
58006,6,0,670,1,1
28238,2,0,570,1,0
92701,2,1,86,0,0
30056,9,1,55,1,0
76395,7,1,713,0,1
5539,4,0,634,1,0
47341,3,1,446,1,0
42633,6,1,620,0,0
28370,6,1,304,0,0
78915,8,0,132,0,0
39379,8,1,421,0,0
23988,4,0,904,1,0
17730,7,0,385,1,0
61163,9,1,988,1,1
35244,0,0,198,0,0
52261,8,0,47,0,1
96818,7,0,740,1,1
91174,5,1,757,1,1
77460,2,0,203,0,0
51079,2,1,261,1,0
97761,7,1,690,1,1
7079,4,1,24,1,0
26289,9,0,687,0,1
42700,6,1,786,1,0
59660,4,0,340,0,0
78140,7,0,412,1,0
61658,9,0,973,0,0
86305,9,0,261,1,1
7010,3,1,286,1,0
57813,1,1,513,1,0
46957,2,0,86,0,0
35064,7,1,850,1,1
85767,6,1,430,1,1
25327,1,1,581,0,0
6078,5,0,31,0,0
87627,8,1,710,1,1
17253,3,0,603,1,0
59865,8,1,440,1,1
99184,1,0,985,1,0
39171,1,0,349,1,0
69619,8,0,895,0,1
9603,6,1,412,1,0
60803,6,0,528,0,0
64479,0,1,310,0,0
95557,5,0,949,1,0
57966,6,1,396,0,1
17005,5,0,788,1,1
45938,5,1,338,0,1
58379,1,0,674,0,0
89589,5,0,437,1,1
26906,3,0,704,1,0
45100,8,1,663,0,0
22268,0,0,365,1,0
70219,7,0,923,1,0
38814,4,0,113,0,0
54193,0,0,785,0,0
55519,3,1,176,0,0
49245,0,0,149,1,0
77525,5,0,178,1,1
93049,1,1,936,1,0
77911,4,1,382,0,0
2561,6,1,223,1,0
14391,1,0,259,0,0
46904,5,1,785,0,0
77071,5,1,189,0,0
93571,4,1,306,0,0
65046,4,0,378,0,0
99089,2,0,602,0,0
84180,9,0,343,0,1
61432,9,1,774,1,1
77894,1,0,156,0,0
30941,6,1,712,1,1
48858,0,1,55,1,0
76372,5,1,766,1,1
37743,5,0,442,1,0
50508,2,1,685,1,0
44050,1,1,200,0,0
56949,1,0,403,1,0
28144,8,1,614,1,1
16097,4,1,797,1,0
79851,6,1,663,0,1
98705,4,0,623,1,0
24011,6,1,928,1,0
55633,3,0,778,1,0
82666,7,0,603,1,1
94970,9,1,177,0,1
14671,9,1,449,1,0
94563,6,1,743,0,1
58041,9,1,541,0,1
58105,4,0,955,1,0
86350,5,0,301,1,1
58812,4,1,707,0,0
43641,6,0,307,1,1
23487,1,1,751,1,0
94080,4,1,869,1,1
49008,9,1,991,0,0
85557,2,1,896,0,0
13157,8,0,267,1,0
64128,5,0,214,1,1
55831,9,1,594,0,1
24958,2,1,640,0,0
48789,6,0,483,0,0
44738,3,0,262,0,0
91698,2,0,67,0,0
46586,7,1,574,0,1
20667,3,0,133,0,0
29839,0,1,649,1,0
57904,5,1,540,0,0
3854,9,0,512,0,0
27144,0,1,211,1,0
67360,4,0,988,1,0
67012,6,1,987,1,1
8806,5,1,717,0,1
8994,1,1,253,0,0
18137,3,1,38,1,0
84086,1,1,43,1,1
82042,0,1,629,1,0
51712,2,0,405,0,0
29825,2,0,987,1,0
6026,6,1,702,0,0
9596,0,0,46,0,0
56547,8,1,454,0,0
29906,5,0,678,0,0
88299,3,0,305,1,1
41421,2,1,715,1,0
65195,2,0,233,1,0
22756,1,1,245,0,0
55247,1,0,721,1,0
91496,9,1,760,0,1
49766,4,0,295,0,0
82468,8,1,839,0,1
38887,1,0,383,1,0
63046,1,1,158,0,0
21827,5,0,405,0,0
95181,9,1,1,1,1
68156,1,0,217,1,0
3181,3,1,928,1,0
34296,5,0,507,0,0
36835,4,1,761,0,0
80202,0,1,904,1,0
79678,5,1,581,0,0
25598,0,1,30,0,0
76965,2,0,627,1,0
31756,9,0,520,1,1
67795,4,0,881,1,0
38000,9,1,275,1,1
84999,4,1,492,1,1
47801,9,1,827,1,1
19133,5,1,951,1,0
10905,9,1,926,1,0
35951,7,0,847,0,1
26932,4,0,36,0,0
63537,0,0,311,0,0
14044,4,1,44,0,0
19973,2,1,155,0,0
40472,3,1,77,0,0
89564,7,1,590,0,0
15479,6,1,613,0,1
36851,4,1,438,0,0
89922,1,1,432,0,0
5210,5,0,542,0,0
54441,5,0,39,1,1
12187,9,1,239,0,1
23862,9,1,13,1,1
82717,5,1,122,0,0
9696,8,0,144,1,1
18413,7,0,684,0,0
66649,7,1,455,1,1
23805,0,0,368,0,0
67464,4,0,759,1,0
73545,6,0,247,0,1
78745,5,1,923,1,1
2123,4,0,45,0,0
59896,7,0,765,1,1
80173,2,1,375,1,0
92297,5,1,291,1,1
64529,4,0,207,1,0
61727,7,1,924,1,1
33948,3,0,995,1,0
37904,7,0,519,1,0
15479,9,1,958,1,0
59764,1,1,242,0,0
27866,8,0,622,0,0
68199,8,1,114,0,1
36160,9,1,819,1,0
94833,9,0,302,1,1
69222,5,0,276,0,1
16187,3,0,96,0,0
48968,3,0,294,1,0
23325,5,0,701,1,0
95386,4,0,360,0,0
6743,5,1,288,1,0
93159,6,1,154,0,1
36827,6,0,570,1,0
11105,8,1,423,0,0
65797,7,1,916,0,1
16129,5,0,850,1,0
14326,5,1,50,0,0
63746,4,1,207,1,0
60703,0,0,564,1,0
28831,8,1,854,1,1
69026,8,1,883,1,1
6097,8,0,662,1,1
55606,7,1,565,0,1
78329,9,1,213,1,1
49915,2,1,66,1,0
42192,0,0,232,0,0
62639,7,0,885,1,1
66177,6,1,811,0,1
21917,4,1,850,1,0
37961,9,0,663,0,0
13528,6,0,717,1,0
44034,9,1,320,1,1
10358,3,0,767,1,0
57875,8,1,137,1,1
81680,9,1,881,1,1
95047,1,0,647,0,0
5569,8,0,937,0,0
28954,8,1,566,1,1
6356,4,1,65,0,0
76356,0,0,514,1,0
34037,6,1,132,1,1
99234,9,0,334,1,1
1751,9,0,32,0,0
50388,3,0,868,1,0
84830,8,0,898,0,0
25151,5,0,872,1,0
27486,2,1,498,1,0
75154,5,0,243,0,0
16284,9,0,192,1,0
33887,5,0,142,0,0
21721,4,0,660,1,0
75664,1,0,601,1,0
78084,9,0,561,1,0
59892,9,0,648,0,0
45353,1,1,988,1,0
34151,6,1,191,0,0
49911,1,1,942,1,0
30547,5,1,149,1,1
84030,4,0,599,0,0
30354,3,1,416,1,0
84145,6,0,520,1,1
57518,7,1,735,0,0
14572,3,1,869,0,0
3571,0,0,16,0,0
95904,0,0,808,1,0
8429,0,1,106,0,0
34965,0,1,283,0,0
46950,4,1,104,1,0
54320,3,1,361,0,0
93908,8,0,658,0,1
6497,2,1,35,1,0
98009,6,1,113,0,0
35625,7,1,308,1,0
53172,5,1,911,0,1
90206,9,1,959,0,0
83920,0,0,53,1,0
84630,7,0,859,0,1
23384,9,0,81,1,0
61430,2,0,616,0,0
83469,7,0,834,0,1
25222,3,1,369,1,0
70653,7,0,242,1,0
82006,0,0,31,0,0
94888,2,1,829,0,0
62912,5,0,704,0,0
8099,8,0,869,1,1
22536,1,0,361,1,0
43063,0,0,233,0,0
2196,9,1,610,0,0
25379,2,1,34,0,0
26301,3,0,243,1,0
19815,4,1,951,0,0
29409,2,0,59,1,0
15178,9,1,771,1,0
56714,1,1,529,0,0
5205,1,1,78,1,0
94948,6,1,718,1,1
2939,8,1,302,0,0
69020,9,1,678,0,1
43719,1,1,803,0,0
42921,6,1,897,0,0
13593,6,1,112,0,1
17169,6,1,413,0,1
7631,2,1,900,0,0
37151,6,0,317,1,1
7836,0,1,865,0,0
7810,9,0,145,0,0
67255,0,1,668,0,0
14075,4,0,690,0,0
62524,1,0,858,0,0
45703,8,0,648,0,0
23352,6,1,930,1,0
80897,3,1,827,0,0
1531,3,1,18,1,0
74703,1,1,351,0,0
37581,4,0,955,1,0
92673,3,1,155,1,0
9657,0,1,784,1,0
75071,7,1,506,0,1
262,2,1,778,0,0
34842,5,1,360,0,1
19775,3,1,332,0,0
74097,8,1,918,0,1
17115,6,1,528,0,1
50157,8,0,12,1,1
32691,9,0,75,1,0
93683,2,1,212,1,0
9933,0,1,691,0,0
7996,4,1,641,0,0
33072,2,1,283,1,0
49833,5,0,195,0,0
41900,7,0,780,0,0
96144,3,1,30,0,0
5447,4,0,9,1,0
59163,4,0,309,1,0
95950,3,1,445,0,0
2743,3,1,310,1,0
40885,3,1,677,1,0
18781,3,0,705,0,0
50126,3,0,426,0,0
15992,4,1,817,1,0
47399,1,1,772,1,0
17173,1,0,704,0,0
30782,8,0,591,0,1
97898,1,1,691,0,0
96994,5,0,91,1,1
14389,1,1,456,1,0
8027,4,1,444,0,0
48430,3,0,727,0,0
66807,6,0,79,0,0
77554,6,0,475,0,1
65528,5,1,927,1,1
50701,9,1,103,0,0
77565,4,1,623,0,0
2639,0,1,456,1,0
22769,2,1,990,0,0
71068,8,1,314,1,1
20744,0,0,247,1,0
18845,4,1,234,1,0
28328,1,1,594,0,0
34621,3,1,644,1,0
97339,0,1,235,0,0
27028,2,0,790,1,0
18422,9,1,387,1,1
57814,6,0,847,1,0
87996,9,0,611,0,0
62392,2,1,943,0,0
29155,3,1,38,1,0
42991,1,0,161,0,0
82012,2,0,462,1,1
6688,8,1,944,1,0
90636,2,0,449,1,0
6404,4,1,117,1,0
7445,1,1,241,0,0
29400,3,0,26,1,0
24359,6,1,648,0,1
91106,6,1,562,1,1
88653,2,1,976,1,1
15452,4,0,806,1,0
33465,0,0,906,1,0
19546,9,0,298,1,0
2436,9,1,805,0,0
62132,9,0,154,0,1
75515,0,0,732,1,0
97952,4,0,652,0,0
98976,9,1,468,0,0
7621,8,1,49,1,0
71807,0,0,654,1,0
23581,0,0,46,1,0
18574,3,0,675,1,0
46860,3,1,285,0,0
55818,1,0,780,0,0
44729,8,1,628,0,0
45332,8,1,82,0,0
86644,1,1,44,1,0
67269,8,0,706,1,0
50769,5,0,770,1,1
78121,7,1,955,1,0
69284,9,1,273,0,1
48045,3,1,394,0,0
13240,1,1,786,1,0
83557,1,0,790,0,0
14457,8,0,595,0,0
68773,0,1,58,1,0
65733,6,1,565,0,1
77043,2,1,1,1,1
96211,2,0,216,0,0
78358,1,1,317,0,0
13024,9,0,228,1,0
69386,5,1,473,1,1
93369,9,0,484,1,0
74171,1,0,766,0,0
57426,9,1,671,1,1
90123,3,0,287,0,0
30751,9,0,511,1,0
70302,8,0,578,0,1
48877,8,0,915,1,0
17094,5,1,821,1,1
67363,3,1,972,0,0
59734,6,1,458,0,1
10900,0,1,95,1,0
37923,3,1,493,0,0
63978,4,0,765,1,0
18808,7,0,150,0,0
12919,1,0,23,0,0
75005,4,0,756,1,0
63970,5,1,215,1,1
9383,4,1,399,0,0
30673,8,0,410,0,0
78807,9,1,131,0,1
31033,0,0,855,0,0
5874,2,0,148,1,0
72155,1,1,381,1,0
11083,2,1,109,0,0
96568,9,1,552,1,1
96434,8,1,121,0,0
18233,8,1,295,0,0
15039,9,1,120,0,0
881,1,1,456,1,0
56800,2,0,530,0,0
27724,3,1,169,1,0
6923,8,0,710,1,0
18589,2,0,923,0,0
40061,6,1,996,1,1
29218,2,0,143,0,0
81916,6,1,37,0,1
22363,6,0,698,1,1
13665,8,0,261,0,0
20454,1,0,231,1,0
43051,5,1,254,1,1
91279,8,0,329,1,1
23748,1,0,903,0,0
50829,1,0,297,1,0
42071,4,1,980,0,0
18758,9,0,10,0,1
21353,9,1,446,1,1
64266,9,0,922,1,1
48663,7,0,836,0,0
26490,8,0,230,1,0
88764,1,1,536,1,0
51678,4,0,78,1,0
79125,6,0,425,0,0
32758,5,0,193,1,0
6952,5,0,401,0,0
95086,6,1,109,0,0
2651,2,0,792,1,0
72047,2,0,923,1,0
61101,9,0,263,0,1
49259,8,0,329,0,0
51807,7,1,363,1,1
33343,4,0,867,0,0
21900,5,0,378,1,0
76039,9,1,780,0,1
57928,0,0,341,1,0
7339,9,0,259,0,0
6810,0,0,335,1,0
21484,3,1,85,1,0
21138,1,0,522,0,0
40946,6,1,801,1,1
88083,1,1,814,0,0
67921,9,1,571,0,0
38091,1,1,308,0,0
79157,4,1,262,0,0
7071,3,1,898,1,0
29239,7,1,797,0,0
85545,3,0,631,0,0
77167,5,0,680,0,0
80357,4,1,865,1,0
84842,1,1,701,0,0
37811,7,1,452,1,1
6630,1,1,251,1,0
11216,8,1,324,0,1
65894,8,1,925,1,1
382,2,0,229,0,0
79573,3,0,702,1,0
1998,7,1,828,1,0
4235,8,1,636,0,1
6729,2,1,596,1,0
85220,4,0,297,0,0
89187,7,1,727,1,1
65131,2,0,237,0,0
33480,6,0,978,0,0
17171,7,0,625,0,0
20174,9,1,217,0,1
90824,2,1,833,1,0
67943,1,0,246,0,0
40001,9,0,448,0,1
11305,6,0,847,0,0
55761,8,0,319,0,0
6006,0,1,994,1,0
2691,2,0,432,0,0
63087,4,1,404,1,1
63470,2,0,886,0,0
80785,0,1,37,0,0
54500,6,0,576,0,1
25250,6,1,731,0,0
31952,9,1,342,0,1
42970,7,1,389,0,0
52856,4,0,34,1,0
56581,9,1,39,1,1
1383,4,0,579,0,0
33791,4,1,209,0,0
1225,0,1,830,0,0
67165,9,0,856,1,1
26270,4,1,152,0,0
